auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price;sales_price;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
;00380;01/026/02;"2011-05-10 11:24:05";"2014-05-09 17:09:00";;;"4 гравюры  «Европа», «Азия», «Африка», «Америка»  в оригинальных паспарту";;"Россия, кон. XVIII - н. ХIХ вв., 29х37 см";0;0;litogr_4_gravuri_01_026_02_1.jpg;litogr_4_gravuri_01_026_02_2.jpg;litogr_4_gravuri_01_026_02_3.jpg;litogr_4_gravuri_01_026_02_4.jpg;litogr_4_gravuri_01_026_02_5.jpg;litogr_4_gravuri_01_026_02_6.jpg;litogr_4_gravuri_01_026_02_7.jpg;litogr_4_gravuri_01_026_02_8.jpg;;;;;;
;00380;01/026/02;"2010-11-08 01:27:37";"2011-05-10 02:27:37";;;"4 гравюры  «Европа», «Азия», «Африка», «Америка»  в оригинальных паспарту";;"Россия, кон. XVIII - н. ХIХ вв., 29х37 см";0;0;litogr_4_gravuri_01_026_02_1.jpg;litogr_4_gravuri_01_026_02_2.jpg;litogr_4_gravuri_01_026_02_3.jpg;litogr_4_gravuri_01_026_02_4.jpg;litogr_4_gravuri_01_026_02_5.jpg;litogr_4_gravuri_01_026_02_6.jpg;litogr_4_gravuri_01_026_02_7.jpg;litogr_4_gravuri_01_026_02_8.jpg;;;;;;
;1000946;03/222/09;"2012-01-20 15:28:47";"2014-01-20 15:25:00";;;"«Карта России»";;"«Карта России» Англия, к. XVIII в., размер 32х20,5 см (страница из книги)";0;0;3003869.jpg;3454315.jpg;6877307.jpg;3032759.jpg;6005678.jpg;;;;;;;;;
;1000948;03/222/11;"2012-01-20 15:31:08";"2014-01-20 15:29:00";;;"«Карта России»";;"«Карта России» Страница из книги, на латинском языке, XVI в.(?), размер 29х18,5 см (потерта, край оборван)";0;0;3010319.jpg;1613916.jpg;5740621.jpg;;;;;;;;;;;
;1000949;03/222/12;"2012-01-20 15:33:15";"2014-01-20 15:31:00";;;"Карта «Большие или Верхние Маджары»";;"Карта «Большие или Верхние Маджары» Страница из атласа XIX в., на английском языке, размер 27х23 см. Маджары — хазарский город с VIII века (первое упоминание в летописях), золотоордынский город в XIII—XVI веках на Северном Кавказе, находившийся на месте современного Будённовска (бывший город Святой Крест). Центр пересечения транзитных торговых путей из Закавказья в Северное Причерноморье и Поволжье.";0;0;6896341.jpg;7858751.jpg;2501631.jpg;6082487.jpg;9389654.jpg;;;;;;;;;
;1000941;03/222/04;"2011-04-14 18:30:32";"2014-04-14 00:16:00";"2011-03-21 15:00:00";"2011-03-31 15:00:00";"Карта «Европейская часть России»";;"Издательство Paris, Maison Busset, Франция, 1846 г., размер 33х26 см";0;0;03_222_04_01.jpg;03_222_04_02.jpg;03_222_04_03.jpg;03_222_04_04.jpg;03_222_04_05.jpg;03_222_04_06.jpg;03_222_04_07.jpg;03_222_04_08.jpg;;;;;;
;1000944;03/222/07;"2012-01-20 15:24:58";"2014-01-20 15:22:00";;;"Карта «Европейская часть России»";;"Карта «Европейская часть России» Франция, XVIII в., размер 20,5х25,5 см";0;0;8006723.jpg;8487221.jpg;4010275.jpg;2553913.jpg;5444398.jpg;;;;;;;;;
;00371;01/027/01;"2011-05-10 11:24:05";"2014-05-09 17:09:00";;;"Литография «Генерал от инфантерии граф К.Ф.Толь»";;"Литограф Песоцкий, по оригиналу Дж. Доу из Военной галереи Зимнего дворца, Россия, 40-e годы ХIХ в., 35х27 см";0;0;litogr_Tol_01_027_01_1.jpg;litogr_Tol_01_027_01_2.jpg;;;;;;;;;;;;
;00371;01/027/01;"2010-11-08 01:35:07";"2011-05-10 02:35:07";;;"Литография «Генерал от инфантерии граф К.Ф.Толь»";;"Литограф Песоцкий, по оригиналу Дж. Доу из Военной галереи Зимнего дворца, Россия, 40-e годы ХIХ в., 35х27 см";0;0;litogr_Tol_01_027_01_1.jpg;litogr_Tol_01_027_01_2.jpg;;;;;;;;;;;;
;00373;01/027/03;"2011-05-10 11:24:05";"2014-05-09 17:09:00";;;"Литография «Генерал от инфантерии граф П.К. Эссен»";;"Литографы Песоцкий и Герит, по оригиналу Дж. Доу из Военной галереи Зимнего дворца, Россия, 40-e годы XIX в., 35х27 см";0;0;litogr_Essen_01_027_03_1.jpg;litogr_Essen_01_027_03_2.jpg;;;;;;;;;;;;
