auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price1;price2;price3;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
;00142;01/004/13;"2010-10-17 23:37:49";"2011-01-20 09:52:18";;;"10 розеток «Цветы»";;"Фарфор, синее крытье, рельеф, «Oskar Schlegelmilch» (1892-1972) Лангевиесен, марка синяя надглазурная Германия, ХХ в.,  диаметр 10.5 см, (потертости синего крытья)";1000;;;farfor_10rozetok_01_004_13_1.jpg;farfor_10rozetok_01_004_13_2.jpg;farfor_10rozetok_01_004_13_3.jpg;farfor_10rozetok_01_004_13_4.jpg;;;;;;;;;;
;00183;01/048/02;"2010-10-19 00:23:47";"2010-11-03 16:51:10";;;"4 розетки «Яблоки»";;"Фарфор, деколь, золочение, марка «Comte Harrach St Petersbourg», н. ХХ в., диаметр 10 см";360;;;farfor_rozetki_yabloki_01_048_02_1.jpg;farfor_rozetki_yabloki_01_048_02_2.jpg;farfor_rozetki_yabloki_01_048_02_3.jpg;farfor_rozetki_yabloki_01_048_02_4.jpg;;;;;;;;;;
;00140;01/004/11;"2010-10-17 23:36:35";"2011-04-18 23:36:35";;;"6 тарелочек «Галантные сцены»";;"Фарфор, роспись, золочение, деколь, Вена, Австрия, марка синяя подглазурная в виде щита, н. ХХ в., диаметр 15 см";0;;;farfor_6bludec_galantnie_01_004_11_1.jpg;farfor_6bludec_galantnie_01_004_11_2.jpg;farfor_6bludec_galantnie_01_004_11_3.jpg;farfor_6bludec_galantnie_01_004_11_4.jpg;farfor_6bludec_galantnie_01_004_11_5.jpg;;;;;;;;;
;00133;01/002/13;"2010-10-21 11:47:28";"2011-04-01 13:49:53";;;"Барельеф «Кавалер с дамой»";;"Бисквит, роспись полихромная, без марки, под стеклом, в раме, Западная Европа, 1-я пол. ХХ в., 35х25 см";10500;;;farfor_kavaler_s_damoi_01_002_13_3.jpg;farfor_kavaler_s_damoi_01_002_13_2.jpg;farfor_kavaler_s_damoi_01_002_13_1.jpg;;;;;;;;;;;
02;1000424;02/206/20;"2011-02-02 07:02:08";"2020-02-02 12:47:00";4+%E4%E5%EA%E0%E1%F0%FF+2010+%E3.;14+%E4%E5%EA%E0%E1%F0%FF+2010+%E3.;"Блюдо «Мифологический сюжет».";;"Фарфор, деколь, Западная Европа, к. XIX - н. ХХ вв., диаметр 30 см.";0;;;02_206_20_1.jpg;02_206_20_2.jpg;02_206_20_3.jpg;02_206_20_4.jpg;;;;;;;;;;
;1001766;05/502/01;"2011-11-21 09:20:44";"2012-03-11 08:32:24";;;"Блюдо декоративное «Шут с лютней»";;"С картины Франса Халса (Лувр, Париж) Фаянс, кобальт. Фабрика Joost Thooft & Labouchere (основана 1653г.), Южная Голландия, Дельфт, 1884 г. Диаметр 40 см";60000;;;5895111.jpg;5938214.jpg;4085286.jpg;;;;;;;;;;;
;00172;01/049/01;"2010-10-18 00:19:51";"2011-04-19 00:19:51";;;"Блюдо из Елагинского дворца, сервиз Императрицы Марии Федоровны, супруги Павла I";;"Фарфор, зеленый кант, орнаментальное золочение, ИФЗ (Императорский Фарфоровый завод), 1810-е гг., марка - двуглавый орел, Россия, диаметр 31 см (паутинообразные микротрещины)";0;;;farfor_bludo_Elagin_01_049_01_1.jpg;farfor_bludo_Elagin_01_049_01_2.jpg;farfor_bludo_Elagin_01_049_01_3.jpg;;;;;;;;;;;
;1002162;05/703/02;"2012-08-18 12:19:14";"2014-08-18 12:07:00";;;"Блюдо-поднос &quot;Перед купанием&quot;.";;"Фарфор, рельеф, крытье, золочение, деколь с подрисовкой. Франция, 1901г. Подпись R.Baralt";0;;;7807374.jpg;4158002.jpg;4698856.jpg;6502598.jpg;;;;;;;;;;
;00173;01/057/01;"2010-10-19 00:38:16";"2011-04-20 00:38:16";;;"Бокал с блюдцем";;"Фарфор, рельеф, полихромная роспись, золочение, завод Кузнецова, н. ХХ в., высота бокала - 10.5 см, диаметр блюдца - 16 см";0;;;farfor_boka_s_bludcem_01_057_01_1.jpg;farfor_boka_s_bludcem_01_057_01_2.jpg;farfor_boka_s_bludcem_01_057_01_3.jpg;farfor_boka_s_bludcem_01_057_01_4.jpg;farfor_boka_s_bludcem_01_057_01_5.jpg;farfor_boka_s_bludcem_01_057_01_6.jpg;;;;;;;;
;1002165;05/701/01;"2012-08-18 13:48:26";"2014-08-18 13:45:00";;;"Ваза &quot;Встреча Данте и Беатриче&quot;";;"Фарфор, крытье, роспись золотом, деколь. Миниатюра с оригинала H.Holyday. Германия, начало ХХ века. Высота 25 см";0;;;6495711.jpg;6382174.jpg;6502534.jpg;8800857.jpg;8623902.jpg;;;;;;;;;
