auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price1;price2;price3;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
1;1000218;;"2010-12-31 22:00:00";"2011-01-31 22:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 218. Аптечка в стиле модерн. Россия(?). Начало ХХ века.";;"Дерево, резьба, латунь, роспись. Размер 68х53х15 см";0;0;1_218.jpg;;;;;;;;;;;;;;
1;1000219;;"2010-12-31 22:00:00";"2011-01-31 22:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 219. Дорожное бюро. Россия. 1-я треть XIX века.";;"Красное дерево, маркетри, бронзовые ручки, выдвижной ящик, сукно. Размер 49х25х15.8 см";0;0;1_219_1.jpg;1_219_2.jpg;;;;;;;;;;;;;
1;1000220;;"2010-12-31 22:00:00";"2011-01-31 22:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 220. Стол и четыре стула. Тополь. Россия. 1810-е годы.";;"Диаметр стола 101 см, высота стола 78 см, стул 90х44х50 см";0;0;1_220.jpg;;;;;;;;;;;;;;
1;1000221;;"2010-12-31 22:00:00";"2011-01-31 22:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 221. Два кресла и банкетка. Тополь. Россия. 1810-е годы.";;"Кресло 95х58х55 см, банкетка 64х61х38 см";0;0;1_221.jpg;;;;;;;;;;;;;;
1;1000222;;"2010-12-31 22:00:00";"2011-01-31 22:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 222. Диван. Тополь. Россия. 1810-е годы.";;"Размер 97х139х58 см";0;0;1_222.jpg;;;;;;;;;;;;;;
1;1000223;;"2010-12-31 22:00:00";"2011-01-31 22:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 223. Стол письменный с основанием в виде лир. Тополь. Россия. 1810-е годы.";;"Размер 102х97х59 см";0;0;1_223.jpg;;;;;;;;;;;;;;
1;1000224;;"2010-12-31 22:00:00";"2011-01-31 22:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 224. Шкаф угловой. Тополь. Россия. 1810-е годы.";;"Размер 131х77х102 см";0;0;1_224.jpg;;;;;;;;;;;;;;
1;1000225;;"2010-12-31 22:00:00";"2011-01-31 22:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 225. Книжный шкаф. Тополь со вставками черного дерева. Россия. 1810-е годы.";;"Размер 195х114х54 см";0;0;1_225.jpg;;;;;;;;;;;;;;
1;1000226;;"2010-12-31 22:00:00";"2011-01-31 22:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 226. Туалетный стол с зеркалом. Тополь. Россия. 1840-е-1860-е годы.";;"Шпон тополя, резьба по дереву, золочение. Наклейка «Петергофскаго дворцоваго ведомства № 48…», надписи краской «Ин - 162  И – 162  Г – 39». Размер 186х123х64 см";0;0;1_226.jpg;;;;;;;;;;;;;;
6;1003018;;"2013-04-09 17:12:00";"2013-10-31 21:18:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 264. Дамский рабочий столик. Россия. 1-я половина XIX в.";;"Волнистая береза, фанеровка, травление под красное дерево, резьба, стекло, бисер, холст, вышивка. Надпись: «1830 года 25 декабря Елизавета Петровна Су...лина». Размер 78х67,5х46 см";0;0;;;;;;;;;;;;;;;
