auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price;sales_price;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
5;1002432;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 262. Запонки. Россия. Санкт-Петербург. 1908-1917 гг.";;"Золото 56°, гильошированная эмаль, бриллианты. Клейма: 56, голова вправо, &#945;, «ЕВ» (именник мастера). Диаметр 1,4 см. Вес 6,71 гр.";0;0;7195751.jpg;6197470.jpg;5_262_1.jpg;;;;;;;;;;;
5;1002433;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 263. Запонки. Россия. Санкт-Петербург. 1899-1903 гг.";;"Золото 56°, бриллианты, рубины, выемчатая эмаль по гравированному фону. Диаметр 2,1 см. Вес 11,3 гр.";0;0;6112138.jpg;9463903.jpg;5_263_1.jpg;;;;;;;;;;;
5;1002434;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 264. Три пуговицы. Фирма К.Фаберже. Москва. 1899-1908 гг.";;"Серебро 84°, вставки - демантоиды. Клейма: 84, «ИЛ» (И.Лебедкин, пробирер), «К.Ф». Диаметр 2,6 см. Общий вес 35,59 гр.";0;0;5_264_3.jpg;5_264_2.jpg;5_264_1.jpg;;;;;;;;;;;
5;1002435;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 265. Карандаш. Фирма К.Фаберже. Мастер Анна Ринге. Санкт-Петербург. 1899-1908 гг.";;"Золото 56°, гильошированная эмаль. Клейма: 56, «АР» (пробирер), «АR» (именник мастера), инвентарный номер 13316. Длина 7 см. Общий вес 8,76 гр.";0;0;5_265_4.jpg;5_265_3.jpg;5_265_2.jpg;5_265_1.jpg;;;;;;;;;;
5;1002436;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 266. 4 пуговицы. Франция. Париж. Cartier(?). Начало ХХ в.";;"Золото 750°, гильошированная эмаль, бриллианты. Клеймо: голова орла. Вес 11,22 гр.";0;0;9645912.jpg;5_266_1.jpg;;;;;;;;;;;;
5;1002437;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 267. Кольцо. Франция. Начало ХХ в.";;"Платина, бриллианты 3,36 карата, искусств. выращ. сапфир 6,40 карата. Вес 9,3 гр.";0;0;5_267_1.jpg;6139313.jpg;;;;;;;;;;;;
5;1002438;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 268. Серьги в стиле модерн. Россия. Санкт-Петербург. 1908-1917 гг.";;"Золото 56°, демантоиды, старые выращенные рубины. Клейма: 56, голова вправо, &#945;, «ЮВ» (именник мастера). Длина 4,5 см. Вес 4,29 гр.";0;0;5_268_1.jpg;2795105.jpg;4036613.jpg;;;;;;;;;;;
5;1002439;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 269. Медальон-зеркало. Россия. Санкт-Петербург. 1899-1903 гг.";;"Золото 56°, алмазные розы, природные сапфиры. Высота 6,5 см. Общий вес 41,28 гр.";0;0;5_269_1.jpg;1331457.jpg;6626645.jpg;;;;;;;;;;;
5;1002440;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 270. Брошь «Ласточка». Западная Европа. XIX в.";;"Золото, серебро, без клейм, 42 алмазные розы, 42 природных рубина. Длина 4,7 см. Вес 13,1 гр.";0;0;5_270_2.jpg;5_270_1.jpg;1726559.jpg;;;;;;;;;;;
5;1002441;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 271. Серьги. Мастер А.Адлер. Санкт-Петербург. 1899-1908 гг.";;"Золото 56°, 2 природных сапфира 7,80 карата, 32 алмазные розы. Клейма: 56, «ЯЛ» (Я.Ляпунов, пробирер), «АА» (именник мастера). Вес 6,33 гр.";0;0;5_271_1.jpg;8723545.jpg;;;;;;;;;;;;
5;1002442;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 272. Брошь. Россия. Санкт-Петербург. 1899-1908 гг.";;"Золото 56°, природный сапфир 1,5 карата, 27 алмазных розы. Клейма: 56, голова влево, «ЯЛ» (Я.Ляпунов, пробирер), «М.Т» (именник мастера). Вес 10,89 гр.";0;0;5_272_1.jpg;;;;;;;;;;;;;
5;1002443;;"2012-10-10 15:04:00";"2013-04-02 00:00:00";"2012-11-23 14:00:00";"2012-11-23 18:00:00";"Лот 273. Серьги. Россия. Москва. До 1899 г.";;"Золото 56°, бриллианты 1,97 карата, 53 алмазных розы 0,42 карата. Клейма: 56, герб Москвы, клеймо мастера плохо читаемо. Длина серег 5 см. Вес 13,7 гр.";0;0;5_273_1.jpg;7404403.jpg;9542161.jpg;;;;;;;;;;;
