auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price;max_price;sales_price;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
6;1002867;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 113. 4 раскрашенные гравюры «Виды Петербурга»";;"Россия. Середина XIX в. Гравюры выполнены с акварелей К.Беггрова. Размеры 9,5х14 и 9,5х15 см. Общий размер 39х49,5 см. Оформлены в раму.";1500;2000;0;;;;;;;;;;;;;;
6;1002868;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 114. 4 раскрашенные гравюры «Виды Петербурга»";;"Россия. Середина XIX в. Гравюры выполнены с акварелей К.Беггрова. Размеры 9,5х14 см. Общий размер 39х49,5 см. Оформлены в раму.";1500;2000;0;;;;;;;;;;;;;;
6;1002869;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 115. Раскрашенная литография «Положение во гроб (Плащаница)»";;"Начало ХХ в. Бумага, гуашь, акварель, белила. Размер 24х30 см. Воспроизведена известная работа В.М.Васнецова 1896 г. - проект плащаницы главного престола Владимирского собора в Киеве, вышитой Е.А.Праховой.";800;1000;0;;;;;;;;;;;;;;
6;1002870;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 116. Карта Москвы";;"Гравюра. Маттеус Мериан, Швейцария, середина XVIII в., 27х35 см";300;500;0;;;;;;;;;;;;;;
6;1002871;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 117. Коллекция документов (4 единицы)";;"Россия. Конец XIX - начало ХХ вв. 1) Высочайшее приглашение гр. И.И.Воронцову-Дашкову в Царскосельский Дворец. 4 июня 1912 г. 13,2х19,7 см; 2) Программа Императорского Мариинского театра. Опера А.Н.Серова «Юдифь», 5 июня 1889 г. 26,4х17,8 см; 3) Программа спектакля «Борис Годунов» в постановке домашнего театра гр. Шереметьевых, 7 января 1890 г. 14х11 см; 4) Программа спектакля «Царь Федор Иоаннович» в постановке домашнего театра кн. Волконских, 1890 г. 20х13,5 см";560;800;0;;;;;;;;;;;;;;
6;1002872;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 118. Фотография «Николай II и Александра Федоровна с дочерьми Ольгой и Татьяной»";;"Конец XIX в. Царское Село. Фотоателье К.Е.фон Гана. Размер 32,8х20 см";3000;4000;0;;;;;;;;;;;;;;
6;1002873;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 119. Фотография «Николай II и Александра Федоровна с цесаревичем Алексеем»";;"Санкт-Петербург. 1904 г. Фотограф Их Императорских Величеств Левицкий. Размер 16,5х10,9 см";1000;1500;0;;;;;;;;;;;;;;
6;1002874;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 120. Фотография «Николай II с цесаревичем Алексеем»";;"Санкт-Петербург. 1904 г. Фотограф Их Императорских Величеств Левицкий. Размер 10,4х6,3 см";700;1000;0;;;;;;;;;;;;;;
6;1002875;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 121. Фотография «Императрица Александра Федоровна»";;"Конец XIX в. Царское Село. Фотоателье К.Е.фон Гана. Размер 32,5х20 см. В раме - дерево, багет, бронза, золочение.";3000;4000;0;;;;;;;;;;;;;;
6;1002876;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 122. Фотография «Генерал-адъютант граф Николай Павлович Игнатьев»";;"Фотограф Их Императорских Величеств Левицкий. Конец XIX - начало ХХ вв. Размер 17,4х11,5 см. Н.П.Игнатьев (1832-1908) - российский государственный деятель, дипломат. Изображен на картине И.Репина «Торжественное заседание Государственного совета».";500;700;0;;;;;;;;;;;;;;
6;1002877;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 123. Коллекция мемориальных фотографий «И.Е.Репин в Пенатах»";;"7 единиц. 1-я четверть ХХ в. 1) Групповая фотография. 1905 г. Размер 20,5х28 см. Стоят - И.Репин, В.Стасов, Л.Андреев, М.Горький, В.Суриков; 2) И.Репин с супругой у дома. 1908 г. Размер 18х24 см; 3) И.Репин с супругой на крыльце. 1910 г. Размер 29,5х21,5 см; 4) И.Репин с К.Чуковским и его сыном Колей. 1912 г. Размер 11,3х16,2 см; 5) И.Репин за работой в парке. До 1917 г. Размер 17,5х11,5 см; 6) И.Репин на зимней прогулке. 1920-е гг. Размер 22,8х17,2 см; 7) И.Репин и И.Бродский. 1926 г. Размер 23,2х16,2 см";1500;1800;0;;;;;;;;;;;;;;
;1001139;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 124. «Александровская колонна и Императорский Зимний дворец»";;"Раскрашенная литография по рисунку Андре Дюрана (1807-1867), Париж, издательство О. Бри, 1840-е гг., 32х36 см  Андре Дюран - французский художник, литограф и путешественник. По приглашению князя Демидова в 1839 г. он совершил путешествие по России и зарисовал с натуры виды российских городов и их архитектурных памятников. Позднее на основании путевых зарисовок А. Дюрана князем Демидовым был издан роскошный альбом «Живописное и археологическое путешествие по России в 1839 году», опубликованный в 1842 году весьма ограниченным тиражом в Париже. Фигуры на рисунке А. Дюрана были выполнены известным французским иллюстратором и литографом Денисом Огюстом Раффетом (1804-1860).";60;84+000;0;2_124.jpg;;;;;;;;;;;;;
2;1001139;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 124. «Александровская колонна и Императорский Зимний дворец»";;"Раскрашенная литография по рисунку Андре Дюрана (1807-1867), Париж, издательство О. Бри, 1840-е гг., 32х36 см  Андре Дюран - французский художник, литограф и путешественник. По приглашению князя Демидова в 1839 г. он совершил путешествие по России и зарисовал с натуры виды российских городов и их архитектурных памятников. Позднее на основании путевых зарисовок А. Дюрана князем Демидовым был издан роскошный альбом «Живописное и археологическое путешествие по России в 1839 году», опубликованный в 1842 году весьма ограниченным тиражом в Париже. Фигуры на рисунке А. Дюрана были выполнены известным французским иллюстратором и литографом Денисом Огюстом Раффетом (1804-1860).";60000;84000;0;2_124.jpg;;;;;;;;;;;;;
6;1002878;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 124. Коллекция фотографий знаменитых русских оперных певцов Леонида Витальевича Собинова (1872-1934) и Федора Ивановича Шаляпина (1873-1938)";;"6 единиц. 1) «Л.Собинов - гимназист» Ярославль, конец 1880-х гг. Ателье А.фон Свейковского. Л.В.Собинов родился в Ярославле, там же учился в гимназии в 1881-1890 гг. На обороте надпись чернилами: «Леонидъ Витальевичъ Собиновъ». Размер 10,5х6,5 см; 2) «Л.Собинов в партии Ленского из оперы П.Чайковского «Евгений Онегин» Москва, начало ХХ в. Художественная фотография, Б.Дмитровка, д.5. Размер 16,8х10,2 см; 3) «Л.Собинов в партии Вертера из оперы Ж.Массне «Вертер». ХХ в. Размер 22х14 см; 4) «Л.Собинов» 1910-е гг. Размер 14х8,7 см; 5) Л.Собинов в театральном костюме и гриме. Ленинград. 1920-е гг. Мастерская художника-фотографа Г.К.Кириллова. Размер 14х9,5 см; 6) «Ф.Шаляпин в роли царя Бориса из оперы М.Мусоргского «Борис Годунов» Москва, 1913 г. Фотоателье К.Фишера. Размер 13,8х8,5 см";1700;2300;0;;;;;;;;;;;;;;
;1001140;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 125. «Монумент Петра Великого»";;"Хромолитография, акварель, Беегер, Жакотте и Регаме по оригиналу И.И. Шарлеманя (1824-1870) и Ж.А. Дюруи, 1850-е гг., 35х46 см  В 1850-1862 годах И.Х. Дациаро заказал Шарлеманю в общей сложности около сорока архитектурных ландшафтов Петербурга для выпускаемой его издательством серии цветных литографий. Оригиналы Шарлеманя отправлялись в литографическую мастерскую в Париж. К работе привлекались превосходные художники, такие, например, как Жан Александр Дюруи, Луи Жюльен Жакотте, Шарль Клад Башелье и др. Эстампы доставлялись в Петербург и здесь подправлялись акварелью, белилами, лаком. Успех был ошеломляющий, несмотря на высокие цены, не все желающие смогли подписаться на серию и приобрести отдельные листы.";60;84+000;0;2_125.jpg;;;;;;;;;;;;;
2;1001140;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 125. «Монумент Петра Великого»";;"Хромолитография, акварель, Беегер, Жакотте и Регаме по оригиналу И.И. Шарлеманя (1824-1870) и Ж.А. Дюруи, 1850-е гг., 35х46 см  В 1850-1862 годах И.Х. Дациаро заказал Шарлеманю в общей сложности около сорока архитектурных ландшафтов Петербурга для выпускаемой его издательством серии цветных литографий. Оригиналы Шарлеманя отправлялись в литографическую мастерскую в Париж. К работе привлекались превосходные художники, такие, например, как Жан Александр Дюруи, Луи Жюльен Жакотте, Шарль Клад Башелье и др. Эстампы доставлялись в Петербург и здесь подправлялись акварелью, белилами, лаком. Успех был ошеломляющий, несмотря на высокие цены, не все желающие смогли подписаться на серию и приобрести отдельные листы.";60000;84000;0;2_125.jpg;;;;;;;;;;;;;
6;1002879;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 125. Книга Корнелис де Брюин «Путешествие через Московию в Персию и Индию...»";;"Амстердам, 1711 г., 111 гравюр, панорама Москвы, Первое издание, в цельнокожаном переплете своего времени, 41,5х27,8х7,8 см. Книга была написана и проиллюстрирована голландским художником и гравером Корнелисом де Брюином (1652-1726/1727). Путешествие автора по России длилось семь лет, с 1703 по 1709 гг. Самые большие и важные гравюры в книге, например, панорамы городов де Брюин, рисовал и гравировал сам. По легенде, панорама Москвы, входящая в книгу и имеющая размер 40,5х195 см, была запечатлена с места, которое рекомендовал автору Петр I.";18000;23000;0;;;;;;;;;;;;;;
;1001141;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 126. «Вид Красной площади»";;"Литография, акварель, издательство Дациаро,  29х38 см  Представленные литографии были выпущены издательским домом Дациаро - Поставщиком Двора Его Императорского Величества - в рамках одного из самых крупных и известных  издательских проектов России середины XIX столетия.";60;84+000;0;2_126.jpg;;;;;;;;;;;;;
2;1001141;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 126. «Вид Красной площади»";;"Литография, акварель, издательство Дациаро,  29х38 см  Представленные литографии были выпущены издательским домом Дациаро - Поставщиком Двора Его Императорского Величества - в рамках одного из самых крупных и известных  издательских проектов России середины XIX столетия.";60000;84000;0;2_126.jpg;;;;;;;;;;;;;
6;1002880;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 126. Рукописная книга Преподобный Нил Сорский «Вертоград душевный умного или мысленного делания»";;"1829 г. В цельнокожаном переплете с золотым тиснением, золотым обрезом и экслибрисом библиотеки герцога Г.Г.Мекленбургского. Размер 22х18,5 см. Орешковые и красные чернила. 3 акварельных рисунка в размер листа и акварельные заставки в тексте. Перед титульным листом - рисунок «Вид Сорския Пустыни» с подписью «В.Боголюбов», в конце книги вклейка с акварельным рисунком и четверостишием. Преподобный Нил Сорский (1433-1508) - один из наиболее чтимых подвижников Древней Руси, идеолог движения нестяжателей, религиозный писатель. Герцог Г.Г.Мекленбург-Стрелицкий (1859-1909), из коллекции которого происходит книга, правнук Павла I, сын Вел.кн.Екатерины Михайловны и герцога Георга Мекленбургского.";6000;8000;0;;;;;;;;;;;;;;
;1001142;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 127. «Карта Москвы»";;"Гравюра. Маттеус Мериан. Швейцария. Середина XVII в., 27х35 см";21;27+000;0;2_127.jpg;;;;;;;;;;;;;
2;1001142;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 127. «Карта Москвы»";;"Гравюра. Маттеус Мериан. Швейцария. Середина XVII в., 27х35 см";21000;27000;0;2_127.jpg;;;;;;;;;;;;;
6;1002881;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 127. Книга «Учрежденiе объ Императорской фамилiи»";;"Москва, 1797 г., 124 стр., бумажный переплет. Указ был издан Павлом I в день своей коронации 5 апреля 1797 г. и является самым значительным государственным документом его правления. Указ отменял закон Петра I «Правда воля монаршей» и устанавливал  незыблемый порядок наследования, по которому престол мог занимать только потомок Императора по мужской линии. В «Учреждении» также определялся состав Императорской фамилии и порядок старшинства ее членов.";1500;2000;0;;;;;;;;;;;;;;
;1001143;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 128. Книга. Граф В.А. Соллогуб «Тарантас. Путевые впечатления»";;"Санкт-Петербург, издание книгопродавца Андрея Иванова, 1845 г., с иллюстрациями, 286 стр, 26х23 см";120;150+000;0;2_128_7.jpg;2_128_5.jpg;2_128_6.jpg;2_128_4.jpg;2_128_3.jpg;2_128_1.jpg;2_128_2.jpg;;;;;;;
2;1001143;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 128. Книга. Граф В.А. Соллогуб «Тарантас. Путевые впечатления»";;"Санкт-Петербург, издание книгопродавца Андрея Иванова, 1845 г., с иллюстрациями, 286 стр, 26х23 см";120000;150000;0;2_128_7.jpg;2_128_6.jpg;2_128_5.jpg;2_128_4.jpg;2_128_3.jpg;2_128_2.jpg;2_128_1.jpg;;;;;;;
6;1002882;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 128. П.П.Гнедич «История искусств» в 3-х томах";;"Санкт-Петербург. Издание А.Ф.Маркса. 1897 г. Цветные иллюстрации, рисунки, раскрашенные таблицы, переплет - полукожа, 29х22 см";2300;3000;0;;;;;;;;;;;;;;
;1001144;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 129. «Русский художественный листок В. Тимма». №№ 1-36 за 1856 год.";;"Альбом литографий. Размер 54х35,5 см  «Русский художественный листок» - иллюстрированное издание, издававшееся в 1851-1862 годах русским живописцем и графиком Василием Федоровичем Тиммом (1820-1895). Предлагаемый альбом представляет собой полную подшивку номеров «Русского художественного листка» за 1856 год (36 листов, 1 листок не закреплен). Основными темами всех выпусков стали Крымская война, подписание мирного договора в Париже и коронация Александра II. В.Ф. Тимм получил «Высочайшее государя Императора соизволение на снятие с натуры всех моментов предстоящей коронации», подробное описание которой он начал публиковать с 27 номера «Листка». «Русский художественный листок В. Тимма» - самая интересная и разнообразная живописная хроника русской общественной жизни середины XIX века. Современники называли В.Ф. Тимма «русским Гаварни» за изящество и тонкий юмор книжной графики. Коллекционированию Тиммовских изданий посвящали свои труды и средства многие русские библиофилы. Годовые подшивки журнала с полным комплектом литографий являются большой редкостью.";30;42+000;0;2_129_7.jpg;2_129_6.jpg;2_129_5.jpg;2_129_4.jpg;2_129_2.jpg;2_129_3.jpg;2_129_1.jpg;;;;;;;
2;1001144;;"2011-05-15 12:00:00";"2011-10-15 17:00:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 129. «Русский художественный листок В. Тимма». №№ 1-36 за 1856 год.";;"Альбом литографий. Размер 54х35,5 см  «Русский художественный листок» - иллюстрированное издание, издававшееся в 1851-1862 годах русским живописцем и графиком Василием Федоровичем Тиммом (1820-1895). Предлагаемый альбом представляет собой полную подшивку номеров «Русского художественного листка» за 1856 год (36 листов, 1 листок не закреплен). Основными темами всех выпусков стали Крымская война, подписание мирного договора в Париже и коронация Александра II. В.Ф. Тимм получил «Высочайшее государя Императора соизволение на снятие с натуры всех моментов предстоящей коронации», подробное описание которой он начал публиковать с 27 номера «Листка». «Русский художественный листок В. Тимма» - самая интересная и разнообразная живописная хроника русской общественной жизни середины XIX века. Современники называли В.Ф. Тимма «русским Гаварни» за изящество и тонкий юмор книжной графики. Коллекционированию Тиммовских изданий посвящали свои труды и средства многие русские библиофилы. Годовые подшивки журнала с полным комплектом литографий являются большой редкостью.";30000;42000;0;2_129_7.jpg;2_129_6.jpg;2_129_5.jpg;2_129_4.jpg;2_129_3.jpg;2_129_2.jpg;2_129_1.jpg;;;;;;;
6;1002883;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 129. Из серии «Игорь Грабарь. Русские художники. Собрание иллюстрированных монографий» С.Яремич «Михаил Александрович Врубель. Жизнь и творчество»";;"Москва. Издание I.Кнебель, б.г., иллюстрации в тексте, 188 стр., ледериновый переплет, 30х24 см";190;250;0;;;;;;;;;;;;;;
6;1002884;;"2013-04-09 16:23:00";"2013-11-01 00:23:00";"2013-05-19 12:00:00";"2013-05-19 15:00:00";"Лот 130. Из серии «Игорь Грабарь. Русские художники. Собрание иллюстрированных монографий» А.Ростиславлев «Андрей Петрович Рябушкин. Жизнь и творчество»";;"Москва. Издание I.Кнебель, б.г., иллюстрации в тексте, 96 стр., бумажный переплет, 30х23,5 см";190;250;0;;;;;;;;;;;;;;
;1001145;;"2011-05-15 12:00:00";"2011-05-30 23:59:00";"2011-05-15 12:00:00";"2011-05-15 17:00:00";"Лот 130. Тимм Василий Федорович (1820-1895) «Московские терема»";;"Хромолитография, подпись «В. Тиммъ», 2-я половина XIX в., 35,5х26 см";15;21+000;0;2_130.jpg;;;;;;;;;;;;;
