auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price;max_price;sales_price;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
1;1000106;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 106. Венчальная пара «Казанская Пресвятая Богородица», «Господь Вседержитель»";"Дерево, левкас, масло,  серебро 84 пробы, золочение. Россия, 1908-1926";"Дерево, левкас, масло,  серебро 84 пробы, золочение. Россия, 1908-1926 гг. Клейма: 84, женская голова в кокошнике вправо, именник мастера ЕУ (неизвестный мастер).  Размер 22х17.5 см, киот 33.5х48 см";150000;180000;0;1_106.jpg;;;;;;;;;;;;;
1;1000107;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 107. Икона «Николай Чудотворец»";"Дерево, левкас, масло, оклад - серебро 84 пробы, золочение.  Россия, 1";"Дерево, левкас, масло, оклад - серебро 84 пробы, золочение.  Россия, 1908-1926 гг. Клейма: 84, женская голова в кокошнике вправо, именник мастера ЕК (Кузнецов Емельян Алексеевич, владелец мастерской серебряных изделий). Размер 26.5х22 см, киот 34.5х30 см";105000;150000;0;1_107.jpg;;;;;;;;;;;;;
1;1000108;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 108. Икона «Господь Вседержитель»";"Дерево, левкас, масло, оклад - золотное и серебряное шитье, речной жем";"Дерево, левкас, масло, оклад - золотное и серебряное шитье, речной жемчуг, стразы. Россия, сер. XIX в. Размер 27х22 см. Киот - резной орех (современной работы)";120000;180000;0;1_108.jpg;;;;;;;;;;;;;
1;1000109;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 109. Икона в киоте «Св. Георгий Победоносец»";"Дерево, живопись подокладная, масло. Оклад: серебро 84 пробы, полихром";"Дерево, живопись подокладная, масло. Оклад: серебро 84 пробы, полихромная эмаль по скани, штамп, чеканка, чернение, канфарение, золочение. Москва, 1908-1917 гг. Клейма: ? (Московская пробирная инспекция), женская голова в кокошнике вправо, именник мастера СГ. Размер иконы 22.2х17.6 см";400000;450000;0;1_109.jpg;;;;;;;;;;;;;
1;1000110;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 110. Крест напрестольный";"Серебро 84 пробы, штамп, литьё, золочение. Полихромная эмаль, гильошир";"Серебро 84 пробы, штамп, литьё, золочение. Полихромная эмаль, гильошировка, резьба. Москва, 1899-1908 гг. Клейма: 84, женская голова в кокошнике влево, ИЛ (пробирный инспектор И.Лебёдкин, Москва), именник мастера МБ (владелец ювелирной мастерской Волчанинов Михаил Семенович). Размер 42.2х26 см. Вес 798.90 гр.";700000000;750000;0;1_110.jpg;;;;;;;;;;;;;
1;1000111;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 111. Икона «Святой Царь Константин»";"Дерево, левкас, масло, цветные лаки, сусальное золото. Россия, 2-я пол";"Дерево, левкас, масло, цветные лаки, сусальное золото. Россия, 2-я пол. XIX в. Размер 22.5х17 см";45000;55000;0;1_111.jpg;;;;;;;;;;;;;
1;1000112;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 112. Икона «Богородица Толгская, ярославские святые Федор, Давид, Константин и избранные святые: Св. Князь Владимир, Св. мученик Павел, СВ. Мария Египетская, Св. Князь Константин»";"Дерево, левкас, масло, оклад - серебро 84 пробы, золочение, перегородч";"Дерево, левкас, масло, оклад - серебро 84 пробы, золочение, перегородчатая эмаль, стразы. Клейма: именник мастера МФ (М.Н. Фетисов), пробирный мастер ИА 1852 год, герб Москвы. Размер 36х31.5 см";750000;840000;0;1_112.jpg;;;;;;;;;;;;;
1;1000113;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 113. Икона «Господь Вседержитель»";"Дерево, масло. Оклад - серебро 84 пробы, золочение, перегородчатая и в";"Дерево, масло. Оклад - серебро 84 пробы, золочение, перегородчатая и выемчатая эмаль, Москва, 1899-1908 гг. Клейма: 84, женская голова в кокошнике влево, ИЛ (пробирный инспектор И.Лебёдкин, Москва), именник мастера СГ. Размер 27х22,5 см";80000;105000;0;1_113.jpg;;;;;;;;;;;;;
1;1000114;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 114. Икона «Покров Пресвятой Богородицы»";"Дерево, левкас, темпера, золочение. Россия, к. XIX в. Размер 53.5х44.5";"Дерево, левкас, темпера, золочение. Россия, к. XIX в. Размер 53.5х44.5 см";450000;540000;0;1_114.jpg;;;;;;;;;;;;;
1;1000115;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 115. Икона «Святой апостол Иаков и святой мученик Иоанн Воин»";"Дерево, темпера, золочение, роспись эмалью. Россия, н. XX в. Размер 45";"Дерево, темпера, золочение, роспись эмалью. Россия, н. XX в. Размер 45х38 см. Надпись снизу слева:«Написана сия с-тая икона в лето З?IА, мца января в ?i (15) днъ» (вероятно, ошибка художника, вероятно, правильно З?АI - 7411 г., что соответствует 1903 г.), на обороте полустертый штамп: «Живописно-иконописная мастерские... Владимирской губ...»";130000;150000;0;1_115.jpg;;;;;;;;;;;;;
