auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price;max_price;sales_price;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
1;1000118;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 118. Тарелка из сервиза ордена Св. князя Владимира. Завод Ф.Я. Гарднера. 1783-1785 годы.";;"Фарфор, роспись полихромная, надглазурная, золочение. Автор декоративного оформления Козлов Г.И. Марка синяя, подглазурная «G». Диаметр 23 см   В 1777 году императрица Екатерина II впервые заказала на знаменитом фарфоровом заводе Гарднера орденские сервизы, которые должны были использоваться в Зимнем дворце в дни орденских праздников. В XVIII веке продукция завода Ф.Я. Гарднера успешно конкурировала с дорогими изделиями Невской порцелиновой мануфактуры, которая при Екатерине II получила название Императорского фарфорового завода. 22 сентября 1782 года по случаю двадцатилетия царствования императрицы Екатерины II был учрежден новый российский орден, получивший имя св. Владимира. В 1783 году в связи с учреждением ордена был заказан огромный Владимирский сервиз на 140 кувертов, обошедшийся в колоссальную по тем временам сумму - 15 тысяч рублей.";360;450+000;0;1_118_2.jpg;1_118_1.jpg;;;;;;;;;;;;
1;1000119;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 119. Тарелка из сервиза ордена Св. князя Владимира. Завод Ф.Я. Гарднера. 1783-1785 годы.";;"Фарфор, роспись полихромная, надглазурная, золочение. Автор декоративного оформления Козлов Г.И. Марка синяя, подглазурная «G». Диаметр 23 см";360;450+000;0;1_119.jpg;;;;;;;;;;;;;
1;1000120;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 120. Тарелка из сервиза ордена Св. князя Владимира. Завод Ф.Я. Гарднера. 1783-1785 годы.";;"Фарфор, роспись полихромная, надглазурная, золочение. Автор декоративного оформления Козлов Г.И. Марка синяя, подглазурная «G». Диаметр 23 см";360;450+000;0;1_120.jpg;;;;;;;;;;;;;
1;1000121;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 121. Тарелка из сервиза ордена Св. князя Владимира. Завод Ф.Я. Гарднера. 1783-1785 годы.";;"Фарфор, роспись полихромная, надглазурная, золочение. Автор декоративного оформления Козлов Г.И. Марка синяя, подглазурная «G». Диаметр 23 см";360;450+000;0;1_121.jpg;;;;;;;;;;;;;
1;1000122;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 122. Тарелка из сервиза ордена Св. князя Владимира. Завод Ф.Я. Гарднера. 1783-1785 годы.";;"Фарфор, роспись полихромная, надглазурная, золочение. Автор декоративного оформления Козлов Г.И. Марка синяя, подглазурная «G». Диаметр 23 см";360;450+000;0;1_122.jpg;;;;;;;;;;;;;
1;1000123;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 123. Две тарелки из сервиза «Виды Италии». ИФЗ. Период Павла I (1796-1801).";;"Фарфор, роспись, золочение.  Марки: на одной тарелке синяя марка П под короной, вторая тарелка без марки. Диаметр 24.5 см и 23.5 см";320;360+000;0;1_123_1.jpg;1_123_2.jpg;;;;;;;;;;;;
1;1000124;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 124. Ваза декоративная. Китай. Период Цяньлун. Конец XVIII века.";;"Фарфор, полихромная орнаментальная  роспись по тулову «Цветы и птицы», роспись в резервах «В лодке», «Павлин на дереве». Высота 55 см";42;48+000;0;1_124.jpg;;;;;;;;;;;;;
1;1000125;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 125. Парные тарелки «Сурикат», «Конь». Франция. Начало XIX века.";;"Фарфор, голубое крытье, полихромная роспись, орнаментальное золочение. Марка в тесте «Z» и «L». Диаметр 23 см";60;72+000;0;1_125.jpg;1_125_1.jpg;1_125_2.jpg;;;;;;;;;;;
1;1000126;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 126. Фигурка «Девушка с лукошком». Завод Гарднера. 1810 - 1820-е годы.";;"Фарфор, полихромная роспись, золочение. Высота 12 см";50;75+000;0;1_126_1.jpg;1_126_2.jpg;;;;;;;;;;;;
1;1000127;;"2011-01-01 00:00:00";"2011-02-01 00:00:00";"2010-11-14 12:00:00";"2010-11-14 17:00:00";"Лот 127. Бисерный подстаканник. Начало XIX века.";;"Бисер, шитье. Высота 8 см   В конце XVIII-XIX веков увлечение бисерными ремеслами в аристократических кругах было столь значительным, что стало неотъемлемой частью культуры и быта России. И в городах, и в дворянских усадьбах был распространен обычай дарить родственникам, соседям и просто знакомым милые безделушки, сделанные из бисера своими руками. В начале XIX века «бисерная лихорадка« из модных столиц распространилась по провинциальным городам и сельским усадьбам. В конце XIX века, когда появился недорогой бисер, это рукоделие прижилось и в крестьянских домах.";24;30+000;0;1_127.jpg;;;;;;;;;;;;;
