auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price1;price2;price3;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
3;1001754;;"2011-10-07 12:00:00";"2012-01-01 00:59:00";"2011-11-13 12:00:00";"2011-11-13 17:00:00";"Лот 266. Кинжал в ножнах (Кард?) 1-я половина XIX в.";;"Сталь, дерево, кость. Ковка, золочение. Длина общая - 40,5 см, длина клинка - 23,5 см, ширина устья - 2,8 см. Представленный кинжал, предположительно кард - персидский однолезвийный нож с золотой насечкой. Является исторически-культурной ценностью.";1800;2500;;3_266_1.jpg;3_266_2.jpg;;;;;;;;;;;;
3;1001755;;"2011-10-07 12:00:00";"2012-01-01 00:59:00";"2011-11-13 12:00:00";"2011-11-13 17:00:00";"Лот 267. Русский саперный тесак обр. 1827 года. Россия. 1820-е - 1830-е гг.";;"Сталь, латунь, дерево, кожа. Ковка, литьё. Длина общая - 66,2 см, длина клинка - 50 см, ширина клинка - 6 см. Русский саперный тесак был введён для нижних чинов инженерных частей русской армии в 1827 году. На обушке зубцы, которые позволяли использовать его как пилу. На пяте правой голомени и на крестовине рукояти клейма технологических процессов и личные клейма мастеров, относящиеся к Златоустовской оружейной фабрике. Среди них римская цифра II в круге, и двухлитерные клейма «ПВ» и «МЭ». Особую ценность представляет клеймо «AG, которое находится на крестовине слева. Это клеймо принадлежит известному мастеру, приглашенному из Золингена, Абраму Гра. В ходе серийного изготовления (1827-1834 гг). данные тесаки имели монолитные литые рукояти с крестовиной. То, что на представленном предмете отдельно изготовленная крестовина, позволяет предположить, что это один из ранних вариантов тесака. Является исторически-культурной ценностью. Публикация: «Интересное клеймо». Антикварное обозрение. №3. 2009 г. Стр. 78.";2300;2800;;3_267_1.jpg;3_267_2.jpg;3_267_3.jpg;3_267_4.jpg;;;;;;;;;;
3;1001756;;"2011-10-07 12:00:00";"2012-01-01 00:59:00";"2011-11-13 12:00:00";"2011-11-13 17:00:00";"Лот 268. Шведская морская унтер-офицерская сабля. 3-я четверть XIX в. Произвольный вариант, изготовленный по индивидуальному заказу.";;"Сталь, латунь, дерево. Ковка. Общая длина - 101,8 см, длина клинка - 88,3 см, ширина клинка - 3,5 см Над верхней гайкой на внутренней стороне ножен выбиты клейма: изображение якоря и буква Е под короной. По дизайну представленный предмет напоминает шведскую унтер-офицерскую саблю обр. 1867  года (Опубликована: O. P. Svenska blankvapen. Del VI. Kristianstad, 2007, стр. 116), но изготовлен по индивидуальному заказу, поэтому имеет некоторые отличия. Является исторически-культурной ценностью.";4000;5000;;3_268_1.jpg;3_268_2.jpg;3_268_3.jpg;;;;;;;;;;;
3;1001757;;"2011-10-07 12:00:00";"2012-01-01 00:59:00";"2011-11-13 12:00:00";"2011-11-13 17:00:00";"Лот 269. Кавказский кинжал. 2-я половина XIX в.";;"Сталь, кость, кожа, дерево. Ковка. Общая длина - 54,3 см, длина клинка - 39,2 см, ширина клинка - 4,5 см. Клинок кинжала стальной, обоюдоострый с боевым концом копьевидной формы, с тремя долами. Рукоять классической кавказской формы, украшена костью и декоративными накладками. Ножны обтянуты кожей двух цветов с тиснением. Кинжал - символ Кавказа, прочно связанный с его историей, культурой, искусством и фольклором. Является исторически-культурной ценностью.";1600;2000;;3_269_1.jpg;3_269_2.jpg;3_269_3.jpg;;;;;;;;;;;
3;1001758;;"2011-10-07 12:00:00";"2012-01-01 00:59:00";"2011-11-13 12:00:00";"2011-11-13 17:00:00";"Лот 270. Казачья офицерская шашка обр. 1881 г. Россия. 1883 г.";;"Сталь, латунь, дерево, кожа. Ковка. Общая длина - 102 см, длина клинка - 87 см, ширина клинка 3,3 см На пяте клинка с левой стороны выбиты контрольные клейма: буква С в кружке, буква П в кружке, фрагмент клейма Златоустовской оружейной фабрики. В нижней части рукояти - латунная втулка, на которой с правой стороны дважды выбиты цифры 83, с левой стороны в прямоугольнике надпись: «ЗЛАТ.ОР.ФАБ.» и дата «1883г». Офицерские шашки обр. 1881 года раннего выпуска встречаются довольно редко, поскольку после 1888 года устье ножен обычно переделывалось владельцами по новому образцу. Является исторически-культурной ценностью.";11500;13000;;3_270_1.jpg;3_270_2.jpg;3_270_3.jpg;3_270_4.jpg;;;;;;;;;;
3;1001759;;"2011-10-07 12:00:00";"2012-01-01 00:59:00";"2011-11-13 12:00:00";"2011-11-13 17:00:00";"Лот 271. Сабля морская офицерская обр. 1855/1914 гг. Россия. Конец XIX в.";;"Сталь, латунь, дерево, кожа. Ковка, штамп, гравировка, золочение. Длина в ножнах - 94,5 см; длина клинка - 76,5 см; ширина устья - 3,2 см. Клинок сделан в Германии, на пяте клинка выбито клеймо: «E.&F.H&#1254;RSTER SOLINGEN». Эфес состоит из рукояти с головкой и латунной гарды. Деревянная рукоять покрыта кожей и обмотана по поперечным желобкам витой проволокой. Головка рукояти в виде шарика. Гарда состоит из передней дужки, ответвляющихся от нее двух боковых дужек и крестовины, к которой присоединяются боковые дужки. На крестовине с обеих сторон шестиугольные плоские накладки. На одной из этих накладок имеется монограмма в виде сплетенных букв А и В. Вензель владельца встречается крайне редко. Конец крестовины слегка загнут в сторону обуха. Ножны деревянные, обтянутые кожей. В 1855 г. этот образец заменил у морских офицеров морскую офицерскую саблю обр. 1811 г., у адмиралов и генералов Морского ведомства, а также флигель-адъютантов - пехотные шпаги. В 1858 г. сабля с таким же эфесом, но с клинком матросского абордажного палаша обр. 1856 г. была присвоена боцманам и фельдфебелям флота. В 1906 г. офицерская сабля была присвоена всем командирам и сверхсрочнослужащим первого и второго разрядов Морского ведомства. Является исторически-культурной ценностью.";9000;11000;;3_271_1.jpg;3_271_2.jpg;3_271_3.jpg;;;;;;;;;;;
3;1001760;;"2011-10-07 12:00:00";"2012-01-01 00:59:00";"2011-11-13 12:00:00";"2011-11-13 17:00:00";"Лот 272. Шашка драгунская офицерская обр. 1881 г. с заказным клинком Россия. Конец XIX в.";;"Сталь, латунь, дерево, кожа. Ковка, травление, золочение, резьба. Общая длина - 99 см, длина клинка - 84 см, ширина устья 3 см  Клинок изготовлен из стали, незначительной кривизны, однолезвийный, с одним долом с обеих сторон. Боевой конец двулезвийный. На пяте клинка пробито клеймо немецкой фирмы – изготовителя – «О.SPENNEMANN SOLINGEN». От устья до середины клинок украшен рельефным растительным орнаментом и изображениями рыцарских доспехов и оружия. Эфес состоит из деревянной рукояти с латунной головкой и латунной гарды. Гарда образована передней дужкой, отходящей от головки и плавно переходящей в крестовину. Конец крестовины имеет отверстие для темляка, слегка загнут вниз и закруглён. Рукоять деревянная, с диагональными желобками. Ножны деревянные, обтянутые чёрной кожей. Латунный прибор состоит из устья, гайки с кольцом и наконечника. Является исторически-культурной ценностью.";15000;17000;;2985546.jpg;2209116.jpg;3_272_3.jpg;;;;;;;;;;;
4;1002115;;"2012-04-09 11:02:00";"2012-10-09 09:02:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 309. Сабля турецкая парадная. Балканы(?). Конец XVIII - начало XIX вв.";;"Сталь (булат), серебро, рог, кожа, дерево; ковка, литье, чеканка, гравировка, насечка золотом. Общая длина 900 мм. Длина клинка 750 мм, ширина клинка 32 мм. Клинок турецкого булата с сильным изгибом. На правой стороне клинка клеймо мастера(?) таушировано золотом. Серебряные детали ножен и рукояти прочеканены глубоким растительным орнаментом.  Качество изготовления, индивидуальный стиль и заказной характер сабли указывают на высокий статус владельца. Прекрасная сохранность сабли предполагает ее парадное использование. На основании экспертного заключения Г.Э.Введенского является историко-культурной ценностью.";12000;15000;;4_309_3.jpg;4_309_4.jpg;4_309_5.jpg;4_309_2.jpg;4_309_1.jpg;;;;;;;;;
4;1002116;;"2012-04-09 11:02:00";"2012-10-09 09:02:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 310. Русская казачья офицерская нагайка. Россия. Конец XIX в.";;"Виноградная лоза, серебро, кожа; чернь, плетение. Общая длина 1530 мм, длина рукояти 435 мм. Качество и изящность исполнения указывают на принадлежность нагайки казачьей офицерской форме.";800;1300;;4_310_1.jpg;4_310_2.jpg;4_310_3.jpg;4_310_4.jpg;4_310_5.jpg;;;;;;;;;
4;1002117;;"2012-04-09 11:02:00";"2012-10-09 09:02:00";"2012-05-20 12:00:00";"2012-05-20 17:00:00";"Лот 311. Русская казачья винтовка системы Бердана конструкции Сафонова. Россия. 1876 г.";;"Сталь, железо, дерево; ковка, литье, резьба, воронение. Общая длина 1235 мм, длина ствола до ствольной коробки 704 мм, калибр 4,2 линии (10,67 мм). Данный редкий образец казачьей винтовки в специальной литературе практически не описан. Он был разработан на базе драгунской винтовки системы Бердана №2 И.И.Сафоновым, в то время командиром л.-гв. Первого Кавказского казачьего эскадрона Собственного его Императорского Величества Конвоя. В 1869 году Сафонов разработал вариант казачьей винтовки для Императорского конвоя, который был утвержден Императором 26 сентября 1870 г. (Описания этого варианта в доступной литературе пока не выявлено.) В том же 1869 году Сафонов произведен в полковники, а с 1873 по 1877 год занимается вопросами перевооружения казачьих войск. Все детали винтовки, включая ложе, имеют расширенный набор клейм Сестрорецкого оружейного завода. Ложе выполнено из первоклассного ореха, что указывает на ранний выпуск (впоследствии использовалась более дешевая береза). Сквозные отверстия для ремня оформлены роговыми рамками. Тщательная подгонка всех деталей, вместе с отмеченным выше, указывает на изготовление по специальному заказу. Сестрорецкий завод был самым «дорогим» оружейным заводом России. Все вышесказанное, а также прекрасное состояние винтовки, позволяет предположить принадлежность ее Императорскому конвою. На основании экспертного заключения А.Н.Кулинского данная казачья винтовка является редким историческим оружием, имеющим большую историко-культурную ценность.";15000;18000;;4_311_1.jpg;4_311_2.jpg;4_311_3.jpg;4_311_4.jpg;4_311_5.jpg;4_311_6.jpg;4_311_7.jpg;4_311_8.jpg;4_311_9.jpg;4_311_10.jpg;4_311_11.jpg;4_311_12.jpg;;
